Formulary_Record_ID,Plan_ID,NDC,Drug_Name,Formulary_Tier,Coverage_Status,Prior_Authorization_Flag,Step_Therapy_Flag,Quantity_Limit_Flag,Effective_Date,End_Date,Source_System
FRM000778,PLAN003,68129441146,Aldactone,4,Covered,Y,Y,Y,2024-11-16,2026-05-15,FormularyManager
FRM000779,PLAN017,75313622617,Plavix,3,Excluded,N,N,Y,2025-01-01,2026-03-28,FormularyManager
FRM000780,PLAN011,52855896229,Neurontin,1,Excluded,N,N,N,2025-04-25,2026-07-02,FormularyManager
FRM000781,PLAN013,13165383624,Lasix,1,Covered,N,N,N,2024-12-06,2026-09-19,FormularyManager
FRM000782,PLAN011,20858309589,Wellbutrin,1,Excluded,Y,N,N,2025-05-11,2027-04-14,FormularyManager
FRM000783,PLAN017,93669729418,Prozac,2,Covered,Y,N,N,2024-04-12,2025-09-27,FormularyManager
FRM000784,PLAN001,92373928763,Microzide,3,Covered,N,N,N,2025-09-10,2027-03-06,FormularyManager
FRM000785,PLAN016,70003467749,Lopressor,3,Covered,N,N,N,2026-05-01,2027-05-12,FormularyManager
FRM000786,PLAN009,16584910720,Prilosec,3,Covered,Y,N,N,2024-12-16,2026-02-18,FormularyManager
FRM000787,PLAN004,95762624064,Humalog,1,Covered,Y,N,N,2026-02-22,2026-11-01,FormularyManager
FRM000788,PLAN005,32903672787,Glucophage,4,Covered,N,N,Y,2024-09-08,2026-03-25,FormularyManager
FRM000789,PLAN003,61687887076,Januvia,1,Covered,Y,N,N,2026-05-26,2026-12-15,FormularyManager
FRM000790,PLAN019,26672598156,Lopressor,1,,N,N,Y,2025-03-17,2025-12-09,FormularyManager
FRM000791,PLAN002,64540939887,Lopressor,4,Non-Preferred,N,N,Y,2024-05-24,2026-01-11,FormularyManager
FRM000792,PLAN008,18150603280,Microzide,4,Covered,N,N,Y,2024-03-08,2024-09-20,FormularyManager
FRM000793,PLAN009,28309735158,Aldactone,5,Covered,N,N,N,2024-11-27,2025-11-11,FormularyManager
FRM000794,PLAN009,49564701468,Synthroid,5,Non-Preferred,N,N,N,2026-01-01,2026-12-31,FormularyManager
FRM000795,PLAN008,54145454630,Coreg,4,Covered,N,N,N,2024-12-11,2026-08-24,FormularyManager
FRM000796,PLAN012,61102807993,Humalog,2,Covered,N,N,N,2025-03-11,2026-08-08,FormularyManager
FRM000797,PLAN005,87507818254,Zoloft,5,Covered,N,N,Y,2025-06-24,2026-04-26,FormularyManager
FRM000798,PLAN015,51269588679,Zoloft,4,Covered,N,N,N,2025-05-29,2026-01-14,FormularyManager
FRM000799,PLAN005,52855896229,Neurontin,4,Covered,Y,Y,Y,2025-02-07,2026-12-21,FormularyManager
FRM000800,PLAN007,24069146482,Lopressor,5,Covered,N,N,N,2024-04-07,2025-04-05,FormularyManager
FRM000801,PLAN005,35251160755,Lopressor,3,Covered,N,Y,N,2026-05-25,2026-12-19,FormularyManager
FRM000802,PLAN005,14546502462,Aldactone,5,Covered,N,N,Y,2026-02-16,2026-08-15,FormularyManager
FRM000803,PLAN018,57036754977,Lantus,1,Covered,Y,N,Y,2025-09-13,2027-03-16,FormularyManager
FRM000804,PLAN011,20095590189,Cozaar,5,Covered,N,N,N,2024-11-14,2025-07-06,FormularyManager
FRM000805,PLAN013,94312952831,Lasix,4,Covered,N,N,N,2025-07-12,2026-12-03,FormularyManager
FRM000806,PLAN020,19696653191,Glucophage,1,Covered,N,Y,N,2026-02-27,2027-11-17,FormularyManager
FRM000807,PLAN005,54145454630,Coreg,2,Covered,N,N,N,2024-09-30,2025-09-07,FormularyManager
FRM000808,PLAN020,68430498393,Ozempic,3,Covered,N,N,Y,2026-05-09,2028-02-25,FormularyManager
FRM000809,PLAN006,52954526623,Zoloft,4,Covered,N,N,N,2025-11-08,2027-10-02,FormularyManager
FRM000810,PLAN018,68335772779,Januvia,5,Non-Preferred,N,N,N,2025-01-19,2026-04-01,FormularyManager
FRM000811,PLAN004,15456605232,Prilosec,4,Covered,N,N,Y,2026-05-03,2028-03-03,FormularyManager
FRM000812,PLAN016,96381286924,Singulair,3,Covered,N,N,N,2024-05-13,2025-10-02,FormularyManager
FRM000813,PLAN001,52398869460,Prilosec,1,Covered,N,N,N,2024-06-03,2025-11-02,FormularyManager
FRM000814,PLAN012,66700177485,Singulair,1,Covered,Y,N,N,2024-06-22,2025-03-02,FormularyManager
FRM000815,PLAN010,20641978938,Zoloft,3,Covered,N,N,Y,2026-03-12,2028-01-05,FormularyManager
FRM000816,PLAN018,12250369486,Cymbalta,1,Covered,Y,Y,Y,2025-02-06,2026-12-18,FormularyManager
FRM000817,PLAN002,31620645567,Neurontin,4,Non-Preferred,N,N,N,2025-09-11,2027-06-16,FormularyManager
FRM000818,PLAN015,52550652494,Cymbalta,2,Non-Preferred,N,N,N,2024-05-18,2026-04-03,FormularyManager
FRM000819,PLAN012,83483861176,Cymbalta,2,Covered,N,Y,Y,2025-10-14,2026-07-19,FormularyManager
FRM000820,PLAN001,22187365237,Cozaar,1,Excluded,N,N,N,2024-07-07,2026-04-18,FormularyManager
FRM000821,PLAN007,58140162291,Eliquis,1,Covered,Y,N,Y,2024-09-22,2025-09-08,FormularyManager
FRM000822,PLAN014,87424262238,Lopressor,2,Non-Preferred,Y,N,N,2025-08-18,2027-04-08,FormularyManager
FRM000823,PLAN018,97186359837,Synthroid,1,Covered,Y,Y,N,2026-04-06,2027-05-26,FormularyManager
FRM000824,PLAN009,73434787752,Glucophage,4,Non-Preferred,N,N,N,2024-08-17,2025-07-08,FormularyManager
FRM000825,PLAN018,18554568464,Cozaar,3,Covered,Y,N,Y,2024-08-07,2025-05-14,FormularyManager
FRM000826,PLAN008,90122185551,Januvia,1,Covered,Y,N,N,2025-11-13,2027-02-03,FormularyManager
FRM000827,PLAN014,18032796468,Synthroid,3,Covered,Y,N,Y,2025-06-22,2026-02-22,FormularyManager
FRM000828,PLAN004,17029875612,Plavix,5,Covered,N,N,N,2024-03-07,2025-04-06,FormularyManager
FRM000829,PLAN006,47585215820,Glucophage,1,Covered,Y,N,N,2025-12-10,2027-10-25,FormularyManager
FRM000830,PLAN016,95394474535,Cymbalta,1,Covered,N,N,N,2026-02-16,2027-10-28,FormularyManager
FRM000831,PLAN010,51792496033,Januvia,2,Excluded,N,N,N,2026-05-24,2027-02-07,FormularyManager
FRM000832,PLAN014,45865729198,Cymbalta,3,Covered,N,N,N,2024-06-06,2025-09-04,FormularyManager
FRM000833,PLAN003,93474724778,Lantus,1,Covered,N,N,N,2026-01-01,2027-07-07,FormularyManager
FRM000834,PLAN006,10849291063,FORMULARY NAME MISMATCH,1,Covered,N,Y,N,2025-11-18,2026-09-05,FormularyManager
FRM000835,PLAN013,49954258793,Coreg,1,Covered,Y,N,Y,2026-04-17,2027-08-16,FormularyManager
FRM000836,PLAN016,31189367180,Lasix,5,Covered,Y,N,N,2024-11-22,2025-06-28,FormularyManager
FRM000837,PLAN006,22313207361,Jardiance,2,Covered,Y,N,Y,2025-05-30,2026-12-12,FormularyManager
FRM000838,PLAN005,53358319960,Lantus,4,Covered,Y,Y,N,2025-08-21,2027-05-30,FormularyManager
FRM000839,PLAN012,38721413264,Norvasc,1,Covered,N,N,N,2025-07-28,2026-07-01,FormularyManager
FRM000840,PLAN004,85417501813,Wellbutrin,5,Covered,N,N,N,2025-02-04,2026-05-31,FormularyManager
FRM000841,PLAN003,77393477110,Lantus,1,Excluded,Y,N,N,2024-08-21,2026-07-23,FormularyManager
FRM000842,PLAN009,31620645567,Neurontin,2,Covered,N,N,Y,2025-04-06,2027-03-19,FormularyManager
FRM000843,PLAN015,18987102928,Plavix,5,Covered,N,N,Y,2025-07-01,2027-04-26,FormularyManager
FRM000844,PLAN014,55296874591,Synthroid,1,Non-Preferred,N,N,N,2026-01-02,2026-10-05,FormularyManager
FRM000845,PLAN008,39273980031,Vibramycin,2,Covered,Y,N,N,2024-04-28,2025-12-24,FormularyManager
FRM000846,PLAN003,93139577848,Protonix,1,Covered,N,N,N,2025-10-24,2027-03-12,FormularyManager
FRM000847,PLAN005,99338867913,Prinivil,5,Covered,N,Y,N,2025-01-02,2026-04-27,FormularyManager
FRM000848,PLAN012,99024156725,Zoloft,1,Covered,Y,N,N,2024-08-19,2026-06-04,FormularyManager
FRM000849,PLAN010,56084952427,Humalog,1,Non-Preferred,N,N,Y,2025-11-24,2026-05-26,FormularyManager
FRM000850,PLAN020,92139958992,Eliquis,3,Covered,Y,N,N,2025-10-22,2027-08-02,FormularyManager
FRM000851,PLAN006,74192691278,Prilosec,1,Covered,Y,N,Y,2024-05-25,2026-05-18,FormularyManager
FRM000852,PLAN020,61916924081,Ventolin,5,Covered,N,N,N,2024-10-14,2025-09-25,FormularyManager
FRM000853,PLAN015,31265213479,Cymbalta,1,Covered,N,N,N,2026-03-29,2027-02-14,FormularyManager
FRM000854,PLAN015,68817261549,Humalog,2,Covered,N,N,N,2024-01-20,2025-12-24,FormularyManager
FRM000855,PLAN002,52812397130,Ozempic,2,Covered,N,N,N,2025-01-07,2025-08-05,FormularyManager
FRM000856,PLAN020,47494236310,Lipitor,5,Covered,N,N,N,2026-04-26,2026-11-18,FormularyManager
FRM000857,PLAN013,46449302181,Aldactone,4,Excluded,N,N,N,2026-01-27,2026-11-25,FormularyManager
FRM000858,PLAN011,76841912411,Neurontin,4,Covered,N,Y,N,2025-04-06,2026-01-21,FormularyManager
FRM000859,PLAN010,94487791738,FORMULARY NAME MISMATCH,5,Non-Preferred,N,N,N,2024-02-07,2025-10-31,FormularyManager
FRM000860,PLAN002,95095862344,Singulair,5,Covered,Y,N,Y,2024-10-13,2025-07-21,FormularyManager
FRM000861,PLAN020,61137801874,Vibramycin,5,Covered,N,N,N,2025-01-08,2026-07-11,FormularyManager
FRM000862,PLAN014,40538581357,Crestor,5,Covered,Y,N,Y,2024-12-15,2025-11-21,FormularyManager
FRM000863,PLAN015,64140385391,Singulair,2,Covered,N,N,Y,2026-02-08,2028-01-25,FormularyManager
FRM000864,PLAN013,74359942977,Lasix,5,Covered,N,N,Y,2025-06-23,2026-06-01,FormularyManager
FRM000865,PLAN018,80745561821,Singulair,2,Covered,N,N,Y,2025-09-24,2026-08-09,FormularyManager
FRM000866,PLAN006,13165383624,Lasix,2,Covered,Y,N,N,2026-04-12,2027-01-15,FormularyManager
FRM000867,PLAN003,93961156923,Singulair,1,Non-Preferred,N,N,Y,2026-01-24,2027-03-26,FormularyManager
FRM000868,PLAN010,55068365571,Lipitor,3,Covered,Y,N,N,2024-07-22,2026-07-20,FormularyManager
FRM000869,PLAN004,59049568585,Eliquis,3,Covered,N,Y,N,2025-12-04,2027-04-26,FormularyManager
FRM000870,PLAN012,66607667644,Glucophage,5,Covered,N,N,N,2026-04-22,2026-11-19,FormularyManager
FRM000871,PLAN019,76373444921,Aldactone,2,Covered,N,N,N,2026-04-02,2027-07-14,FormularyManager
FRM000872,PLAN004,92809819256,Wellbutrin,2,Excluded,N,N,N,2025-07-05,2026-03-30,FormularyManager
FRM000873,PLAN002,51664216971,Prozac,1,Covered,Y,N,N,2025-05-01,2027-01-26,FormularyManager
FRM000874,PLAN004,52954526623,Zoloft,5,Covered,N,N,Y,2024-06-05,2026-05-21,FormularyManager
FRM000875,PLAN014,86002397952,Prilosec,1,Covered,Y,N,Y,2025-03-28,2026-08-04,FormularyManager
FRM000876,PLAN007,65464801075,Lipitor,3,Covered,N,N,Y,2024-04-07,2025-10-04,FormularyManager
FRM000877,PLAN011,15134521550,Wellbutrin,4,Non-Preferred,Y,N,N,2024-08-02,2025-12-25,FormularyManager
FRM000878,PLAN004,31189367180,Lasix,4,Covered,N,N,N,2024-04-18,2025-08-07,FormularyManager
FRM000879,PLAN004,55406762387,Synthroid,1,Covered,N,Y,N,2024-06-26,2025-05-20,FormularyManager
FRM000880,PLAN005,37195598538,Crestor,1,Covered,N,N,N,2025-07-20,2026-01-31,FormularyManager
FRM000881,PLAN014,17204851877,Lexapro,4,Non-Preferred,N,N,N,2025-08-24,2027-04-28,FormularyManager
FRM000882,PLAN016,85778839614,Ventolin,2,Non-Preferred,N,N,N,2024-01-17,2025-06-25,FormularyManager
FRM000883,PLAN013,60339121610,Prinivil,5,Covered,N,N,N,2026-01-05,2026-07-18,FormularyManager
FRM000884,PLAN018,84538386197,Aldactone,2,Covered,Y,N,N,2025-04-25,2026-12-21,FormularyManager
FRM000885,PLAN011,38750191648,Neurontin,3,Covered,N,N,N,2026-01-29,2027-05-13,FormularyManager
FRM000886,PLAN009,80822802269,Coreg,4,Covered,N,N,N,2026-02-25,2027-03-28,FormularyManager
FRM000887,PLAN007,51098510786,Glucophage,2,Covered,N,N,N,2024-06-19,2025-07-24,FormularyManager
FRM000888,PLAN008,15585457750,Lipitor,5,Covered,N,N,N,2025-08-01,2027-02-15,FormularyManager
FRM000889,PLAN008,66700177485,Singulair,2,Non-Preferred,Y,N,N,2026-04-19,2027-12-03,FormularyManager
FRM000890,PLAN020,26801997786,Ozempic,3,Covered,N,N,N,2025-01-18,2025-12-05,FormularyManager
FRM000891,PLAN005,60036280484,Ventolin,2,Covered,N,N,N,2025-09-28,2027-02-07,FormularyManager
FRM000892,PLAN013,98617171442,Lantus,2,Covered,Y,N,Y,2024-05-11,2025-04-10,FormularyManager
FRM000893,PLAN013,96688660979,Januvia,1,Non-Preferred,Y,N,N,2024-08-07,2025-07-25,FormularyManager
FRM000894,PLAN001,85922868666,Crestor,2,Covered,N,N,Y,2024-10-06,2025-11-12,FormularyManager
FRM000895,PLAN015,44905932967,Lasix,5,Covered,N,N,N,2024-02-01,2025-08-21,FormularyManager
FRM000896,PLAN017,93785641343,Lexapro,5,Non-Preferred,N,N,N,2025-09-03,2026-11-28,FormularyManager
FRM000897,PLAN017,50146274292,Vibramycin,1,Covered,N,N,N,2024-08-19,2025-03-06,FormularyManager
FRM000898,PLAN001,49169824284,Crestor,5,Covered,N,N,N,2024-03-25,2024-11-03,FormularyManager
FRM000899,PLAN016,44770351942,Lantus,5,Covered,N,N,Y,2024-07-23,2025-07-21,FormularyManager
FRM000900,PLAN012,40081577678,Januvia,1,Covered,N,Y,N,2025-12-13,2027-10-19,FormularyManager
FRM000901,PLAN005,37677228163,Prilosec,2,Covered,N,N,N,2025-09-27,2027-09-01,FormularyManager
FRM000902,PLAN008,62002626144,Lexapro,3,Covered,N,N,N,2026-02-13,2027-09-18,FormularyManager
FRM000903,PLAN018,81267869985,Aldactone,1,Non-Preferred,N,N,Y,2024-06-12,2025-03-31,FormularyManager
FRM000904,PLAN003,92790872997,Plavix,2,Non-Preferred,Y,N,N,2025-02-03,2026-06-30,FormularyManager
FRM000905,PLAN009,85778839614,Ventolin,3,Non-Preferred,N,N,Y,2025-06-23,2026-07-25,FormularyManager
FRM000906,PLAN006,68762387095,Eliquis,1,Covered,N,N,N,2026-02-28,2028-02-06,FormularyManager
FRM000907,PLAN008,94835111213,Ventolin,3,Covered,N,N,N,2025-11-20,2027-06-03,FormularyManager
FRM000908,PLAN004,48777918537,Protonix,3,Non-Preferred,N,N,Y,2025-03-20,2027-01-24,FormularyManager
FRM000909,PLAN016,15134521550,Wellbutrin,3,Covered,N,N,N,2026-03-22,2027-02-23,FormularyManager
FRM000910,PLAN014,80822802269,Coreg,3,Covered,Y,N,N,2024-12-09,2025-07-17,FormularyManager
FRM000911,PLAN009,82822319745,Crestor,5,Covered,N,Y,N,2025-07-25,2026-11-14,FormularyManager
FRM000912,PLAN003,42994769258,UNKNOWN BRAND DRG00150,5,Covered,Y,N,N,2025-02-06,2026-02-22,FormularyManager
FRM000913,PLAN020,76115147727,Lantus,4,Covered,N,N,N,2026-06-01,2026-11-28,FormularyManager
FRM000914,PLAN011,98755861361,Prozac,5,Covered,N,N,N,2025-10-29,2026-05-03,FormularyManager
FRM000915,PLAN012,91497433316,Prinivil,1,Covered,N,N,N,2024-12-17,2026-11-12,FormularyManager
FRM000916,PLAN007,40943424631,Wellbutrin,3,Non-Preferred,N,N,N,2025-05-29,2026-08-20,FormularyManager
FRM000917,PLAN005,44047392978,Januvia,1,Non-Preferred,N,Y,N,2025-09-03,2026-12-12,FormularyManager
FRM000918,PLAN009,52087160927,Januvia,2,Non-Preferred,N,N,N,2024-02-21,2025-11-29,FormularyManager
FRM000919,PLAN013,99918121569,Januvia,6,Covered,N,N,N,2026-03-10,2027-03-23,FormularyManager
FRM000920,PLAN005,49498489686,Eliquis,4,Covered,N,N,N,2024-07-19,2025-12-08,FormularyManager
FRM000921,PLAN014,47958975815,Lipitor,1,Non-Preferred,N,N,Y,2026-02-12,2027-05-06,FormularyManager
FRM000922,PLAN009,60804702793,Wellbutrin,5,Non-Preferred,N,N,N,2024-07-19,2025-06-05,FormularyManager
FRM000923,PLAN019,39238700621,Prozac,5,Covered,N,N,N,2024-05-30,2025-05-16,FormularyManager
FRM000924,PLAN008,75670258359,Cymbalta,3,Excluded,N,N,N,2025-06-13,2027-02-08,FormularyManager
FRM000925,PLAN001,40842594127,Eliquis,1,Covered,N,N,N,2024-02-21,2025-02-17,FormularyManager
FRM000926,PLAN010,20858309589,Wellbutrin,1,Covered,N,N,N,2025-05-07,2027-01-05,FormularyManager
FRM000927,PLAN005,96269476252,Cozaar,2,Non-Preferred,N,N,N,2024-08-07,2026-07-19,FormularyManager
FRM000928,PLAN013,27560233760,Eliquis,1,Covered,N,N,N,2024-02-04,2025-03-05,FormularyManager
FRM000929,PLAN009,43873981962,Wellbutrin,5,Covered,N,N,N,2026-02-28,2027-07-07,FormularyManager
FRM000930,PLAN005,74359942977,Lasix,2,Covered,N,N,N,2024-11-29,2025-07-12,FormularyManager
FRM000931,PLAN015,96515232917,Norvasc,3,Non-Preferred,N,N,N,2025-09-20,2027-08-04,FormularyManager
FRM000932,PLAN010,50442763134,Plavix,4,Covered,N,N,N,2025-10-07,2027-08-04,FormularyManager
FRM000933,PLAN007,41322801585,Aldactone,1,Non-Preferred,N,N,N,2025-05-29,2026-06-17,FormularyManager
FRM000934,PLAN006,98755861361,Prozac,1,Excluded,N,Y,N,2025-05-02,2026-05-08,FormularyManager
FRM000935,PLAN017,65004145763,Januvia,3,Non-Preferred,N,Y,N,2026-05-26,2027-06-18,FormularyManager
FRM000936,PLAN008,26004482228,Vibramycin,2,Covered,Y,N,N,2026-04-19,2027-04-28,FormularyManager
FRM000937,PLAN008,26411345874,Prozac,3,,N,N,N,2024-04-18,2025-08-24,FormularyManager
FRM000938,PLAN015,50389239682,FORMULARY NAME MISMATCH,3,,N,N,N,2025-01-20,2026-05-22,FormularyManager
FRM000939,PLAN008,51850973745,Jardiance,5,Covered,N,N,N,2025-09-27,2026-05-16,FormularyManager
FRM000940,PLAN003,12664783645,Singulair,4,Covered,N,N,Y,2024-08-27,2025-07-15,FormularyManager
FRM000941,PLAN002,40773504873,Ozempic,2,Covered,N,N,N,2024-10-27,2025-05-26,FormularyManager
FRM000942,PLAN014,31559714166,Lantus,3,Covered,N,N,N,2025-03-14,2027-03-09,FormularyManager
FRM000943,PLAN011,96619649142,Zoloft,5,Covered,N,N,N,2024-01-28,2025-05-05,FormularyManager
FRM000944,PLAN007,31674507922,Protonix,2,Covered,N,N,N,2024-03-22,2024-12-20,FormularyManager
FRM000945,PLAN009,87009353291,Vibramycin,3,Covered,N,Y,N,2025-11-09,2026-09-14,FormularyManager
FRM000946,PLAN001,43240994052,UNKNOWN BRAND DRG00980,5,Covered,N,N,N,2025-03-13,2026-07-03,FormularyManager
FRM000947,PLAN011,19150183984,Januvia,2,Excluded,N,N,N,2025-08-26,2026-08-31,FormularyManager
FRM000948,PLAN006,71263822745,Lexapro,2,Excluded,N,N,N,2025-07-19,2026-08-26,FormularyManager
FRM000949,PLAN010,50442763134,Plavix,3,Excluded,N,N,N,2026-02-02,2027-07-23,FormularyManager
FRM000950,PLAN004,51498372568,Neurontin,0,Non-Preferred,N,N,N,2025-06-11,2025-12-22,FormularyManager
FRM000951,PLAN019,95759671235,Lipitor,4,Non-Preferred,N,N,N,2025-07-22,2026-06-16,FormularyManager
FRM000952,PLAN002,96688660979,Januvia,5,Non-Preferred,N,N,N,2025-07-26,2027-06-10,FormularyManager
FRM000953,PLAN019,99918121569,Januvia,1,Covered,N,N,Y,2024-12-22,2026-12-10,FormularyManager
FRM000954,PLAN008,65966563490,Ozempic,5,Non-Preferred,N,N,N,2025-03-15,2026-08-30,FormularyManager
FRM000955,PLAN006,56084952427,Humalog,5,Covered,Y,N,N,2025-05-02,2026-01-26,FormularyManager
FRM000956,PLAN017,67115974246,Lexapro,5,Covered,N,N,N,2025-06-28,2027-01-28,FormularyManager
FRM000957,PLAN007,78234779957,Microzide,1,Covered,N,N,N,2025-02-11,2026-10-30,FormularyManager
FRM000958,PLAN017,79539911319,Ventolin,2,Non-Preferred,N,N,N,2026-03-24,2028-02-06,FormularyManager
FRM000959,PLAN016,11417343618,Glucophage,3,Covered,N,N,N,2024-02-21,2025-01-03,FormularyManager
FRM000960,PLAN019,81673281655,Microzide,5,Covered,N,Y,N,2024-06-16,2025-11-23,FormularyManager
FRM000961,PLAN020,56356748535,Cozaar,1,Covered,N,N,Y,2026-02-10,2026-10-24,FormularyManager
FRM000962,PLAN006,87088473643,Lexapro,4,Covered,N,N,N,2024-02-13,2026-01-02,FormularyManager
FRM000963,PLAN001,13889195769,Coreg,2,Covered,N,N,N,2024-10-13,2026-10-02,FormularyManager
FRM000964,PLAN020,89789879626,Eliquis,4,Covered,N,N,N,2025-01-12,2026-06-11,FormularyManager
FRM000965,PLAN005,42506952673,Ozempic,2,,Y,N,N,2024-01-13,2025-06-07,FormularyManager
FRM000966,PLAN012,37135715266,Wellbutrin,2,Covered,Y,Y,N,2025-12-03,2027-05-25,FormularyManager
FRM000967,PLAN005,91636397347,Prilosec,4,Covered,N,N,Y,2025-07-14,2027-06-11,FormularyManager
FRM000968,PLAN009,59772579378,Lopressor,1,Covered,N,Y,N,2024-10-17,2025-05-07,FormularyManager
FRM000969,PLAN020,69347757174,Humalog,5,Covered,N,N,N,2025-10-14,2027-06-25,FormularyManager
FRM000970,PLAN013,37677228163,Prilosec,3,Covered,N,N,N,2024-01-03,2024-12-01,FormularyManager
FRM000971,PLAN017,18501762876,Neurontin,2,Covered,N,N,N,2024-06-27,2025-05-02,FormularyManager
FRM000972,PLAN020,82100899412,Singulair,2,Covered,N,N,N,2025-07-11,2026-03-06,FormularyManager
FRM000973,PLAN009,81673281655,Microzide,5,Covered,N,N,N,2024-12-22,2026-06-22,FormularyManager
FRM000974,PLAN004,22438118591,Prilosec,3,Covered,N,N,N,2025-02-01,2027-01-15,FormularyManager
FRM000975,PLAN009,99873357727,Lipitor,2,Non-Preferred,N,N,Y,2025-05-06,2026-07-30,FormularyManager
FRM000976,PLAN008,26948834812,Protonix,4,Covered,N,N,N,2025-06-12,2026-03-13,FormularyManager
FRM000977,PLAN006,35021253272,Januvia,2,Covered,N,N,N,2024-03-24,2025-08-07,FormularyManager
FRM000978,PLAN008,80870713084,Synthroid,4,Covered,N,N,N,2026-04-02,2028-03-02,FormularyManager
FRM000979,PLAN002,45865729198,Cymbalta,2,Covered,N,N,N,2024-01-31,2025-03-30,FormularyManager
FRM000980,PLAN014,82097839974,Glucophage,4,Covered,N,N,N,2025-06-27,2027-05-20,FormularyManager
FRM000981,PLAN004,54493906935,Lopressor,4,Covered,Y,N,Y,2026-02-01,2027-01-26,FormularyManager
FRM000982,PLAN001,57820791671,Januvia,5,Covered,N,N,N,2026-05-03,2027-10-18,FormularyManager
FRM000983,PLAN009,24721435259,Microzide,1,Covered,N,N,N,2024-02-26,2026-01-13,FormularyManager
FRM000984,PLAN008,68669877665,Prozac,4,Non-Preferred,N,N,Y,2025-06-14,2027-04-28,FormularyManager
FRM000985,PLAN016,82822319745,Crestor,3,Covered,N,N,Y,2024-01-10,2024-08-27,FormularyManager
FRM000986,PLAN020,22036487942,Ventolin,1,Covered,Y,N,N,2025-05-21,2026-08-31,FormularyManager
FRM000987,PLAN012,82124250653,Glucophage,3,Non-Preferred,N,N,N,2024-04-21,2025-05-13,FormularyManager
FRM000988,PLAN019,69287415359,Zoloft,5,Covered,N,Y,Y,2024-08-16,2026-02-04,FormularyManager
FRM000989,PLAN009,40081577678,Januvia,5,Covered,N,N,N,2025-07-18,2026-11-03,FormularyManager
FRM000990,PLAN009,22287685065,Wellbutrin,4,Covered,Y,N,N,2024-09-07,2026-05-24,FormularyManager
FRM000991,PLAN009,77497673240,Lipitor,5,Covered,N,N,N,2025-09-16,2026-10-21,FormularyManager
FRM000992,PLAN018,93234720318,Lexapro,4,Covered,N,Y,Y,2024-10-21,2026-03-11,FormularyManager
FRM000993,PLAN015,14030276734,Cymbalta,2,Covered,N,N,N,2025-10-13,2026-11-21,FormularyManager
FRM000994,PLAN018,78929224734,Norvasc,4,Covered,N,N,N,2024-04-21,2025-03-02,FormularyManager
FRM000995,PLAN001,95415942442,Vibramycin,1,Non-Preferred,Y,N,N,2024-10-03,2025-06-17,FormularyManager
FRM000996,PLAN015,10731878875,Lasix,4,Covered,N,N,N,2024-03-23,2025-02-10,FormularyManager
FRM000997,PLAN019,67259185565,Protonix,5,Covered,Y,Y,N,2024-12-31,2025-11-13,FormularyManager
FRM000998,PLAN014,72982905964,Cozaar,5,Covered,N,N,Y,2024-07-08,2025-05-29,FormularyManager
FRM000999,PLAN016,90250181876,Lasix,5,Covered,N,N,N,2024-10-26,2026-10-20,FormularyManager
FRM001000,PLAN013,84799902623,Plavix,1,Covered,N,N,N,2024-05-09,2026-03-16,FormularyManager
FRM001001,PLAN014,37986793471,Vibramycin,2,Covered,N,N,Y,2024-04-20,2025-09-12,FormularyManager
FRM001002,PLAN012,68129441146,Aldactone,3,Covered,N,N,N,2025-07-02,2026-10-18,FormularyManager
FRM001003,PLAN008,97242993023,Norvasc,5,Covered,N,N,N,2025-10-23,2026-10-12,FormularyManager
FRM001004,PLAN014,18104794374,Jardiance,3,Covered,N,N,N,2025-08-11,2027-07-05,FormularyManager
FRM001005,PLAN001,41274493097,FORMULARY NAME MISMATCH,3,Covered,N,N,N,2024-04-25,2026-03-13,FormularyManager
